0	0000
28ca	⣊
28cb	⣋
28cc	⣌
28cd	⣍
28ce	⣎
28cf	⣏
28d0	⣐
28d1	⣑
28d2	⣒
28d3	⣓
28d4	⣔
28d5	⣕
28d6	⣖
28d7	⣗
28d8	⣘
28d9	⣙
28da	⣚
28db	⣛
28dc	⣜
28dd	⣝
28de	⣞
28df	⣟
28e0	⣠
28e1	⣡
28e2	⣢
28e3	⣣
28e4	⣤
28e5	⣥
28e6	⣦
28e7	⣧
28e8	⣨
28e9	⣩
28ea	⣪
28eb	⣫
28ec	⣬
28ed	⣭
28ee	⣮
28ef	⣯
28f0	⣰
28f1	⣱
28f2	⣲
28f3	⣳
28f4	⣴
28f5	⣵
28f6	⣶
28f7	⣷
28f8	⣸
28f9	⣹
28fa	⣺
28fb	⣻
28fc	⣼
28fd	⣽
28fe	⣾
28ff	⣿
2900	⤀
2901	⤁
2902	⤂
2903	⤃
2904	⤄
2905	⤅
2906	⤆
2907	⤇
2908	⤈
2909	⤉
290a	⤊
290b	⤋
290c	⤌
290d	⤍
290e	⤎
290f	⤏
2910	⤐
2911	⤑
2912	⤒
2913	⤓
2914	⤔
2915	⤕
2916	⤖
2917	⤗
2918	⤘
2919	⤙
291a	⤚
291b	⤛
291c	⤜
291d	⤝
291e	⤞
291f	⤟
2920	⤠
2921	⤡
2922	⤢
2923	⤣
2924	⤤
2925	⤥
2926	⤦
2927	⤧
2928	⤨
2929	⤩
292a	⤪
292b	⤫
292c	⤬
292d	⤭
292e	⤮
292f	⤯
2930	⤰
2931	⤱
2932	⤲
2933	⤳
2934	⤴
2935	⤵
2936	⤶
2937	⤷
2938	⤸
2939	⤹
293a	⤺
293b	⤻
293c	⤼
293d	⤽
293e	⤾
293f	⤿
2940	⥀
2941	⥁
2942	⥂
2943	⥃
2944	⥄
2945	⥅
2946	⥆
2947	⥇
2948	⥈
2949	⥉
294a	⥊
294b	⥋
294c	⥌
294d	⥍
294e	⥎
294f	⥏
2950	⥐
2951	⥑
2952	⥒
2953	⥓
2954	⥔
2955	⥕
2956	⥖
2957	⥗
2958	⥘
2959	⥙
295a	⥚
295b	⥛
295c	⥜
295d	⥝
295e	⥞
295f	⥟
2960	⥠
2961	⥡
2962	⥢
2963	⥣
2964	⥤
2965	⥥
2966	⥦
2967	⥧
2968	⥨
2969	⥩
296a	⥪
296b	⥫
296c	⥬
296d	⥭
296e	⥮
296f	⥯
2970	⥰
2971	⥱
2972	⥲
2973	⥳
2974	⥴
2975	⥵
2976	⥶
2977	⥷
2978	⥸
2979	⥹
297a	⥺
297b	⥻
297c	⥼
297d	⥽
297e	⥾
297f	⥿
2980	⦀
2981	⦁
2982	⦂
2983	⦃
2984	⦄
2985	⦅
2986	⦆
2987	⦇
2988	⦈
2989	⦉
298a	⦊
298b	⦋
298c	⦌
298d	⦍
298e	⦎
298f	⦏
2990	⦐
2991	⦑
2992	⦒
2993	⦓
2994	⦔
2995	⦕
2996	⦖
2997	⦗
2998	⦘
2999	⦙
299a	⦚
299b	⦛
299c	⦜
299d	⦝
299e	⦞
299f	⦟
29a0	⦠
29a1	⦡
29a2	⦢
29a3	⦣
29a4	⦤
29a5	⦥
29a6	⦦
29a7	⦧
29a8	⦨
29a9	⦩
29aa	⦪
29ab	⦫
29ac	⦬
29ad	⦭
29ae	⦮
29af	⦯
29b0	⦰
29b1	⦱
29b2	⦲
29b3	⦳
29b4	⦴
29b5	⦵
29b6	⦶
29b7	⦷
29b8	⦸
29b9	⦹
29ba	⦺
29bb	⦻
29bc	⦼
29bd	⦽
29be	⦾
29bf	⦿
29c0	⧀
29c1	⧁
29c2	⧂
29c3	⧃
29c4	⧄
29c5	⧅
29c6	⧆
29c7	⧇
29c8	⧈
29c9	⧉
29ca	⧊
29cb	⧋
29cc	⧌
29cd	⧍
29ce	⧎
29cf	⧏
29d0	⧐
29d1	⧑
29d2	⧒
29d3	⧓
29d4	⧔
29d5	⧕
29d6	⧖
29d7	⧗
29d8	⧘
29d9	⧙
29da	⧚
29db	⧛
29dc	⧜
29dd	⧝
29de	⧞
29df	⧟
29e0	⧠
29e1	⧡
29e2	⧢
29e3	⧣
29e4	⧤
29e5	⧥
29e6	⧦
29e7	⧧
29e8	⧨
29e9	⧩
29ea	⧪
29eb	⧫
29ec	⧬
29ed	⧭
29ee	⧮
29ef	⧯
29f0	⧰
29f1	⧱
29f2	⧲
29f3	⧳
29f4	⧴
29f5	⧵
29f6	⧶
29f7	⧷
29f8	⧸
29f9	⧹
29fa	⧺
29fb	⧻
29fc	⧼
29fd	⧽
29fe	⧾
29ff	⧿
2a00	⨀
2a01	⨁
2a02	⨂
2a03	⨃
2a04	⨄
2a05	⨅
2a06	⨆
2a07	⨇
2a08	⨈
2a09	⨉
2a0a	⨊
2a0b	⨋
2a0c	⨌
2a0d	⨍
2a0e	⨎
2a0f	⨏
2a10	⨐
2a11	⨑
2a12	⨒
2a13	⨓
2a14	⨔
2a15	⨕
2a16	⨖
2a17	⨗
2a18	⨘
2a19	⨙
2a1a	⨚
2a1b	⨛
2a1c	⨜
2a1d	⨝
2a1e	⨞
2a1f	⨟
2a20	⨠
2a21	⨡
2a22	⨢
2a23	⨣
2a24	⨤
2a25	⨥
2a26	⨦
2a27	⨧
2a28	⨨
2a29	⨩
2a2a	⨪
2a2b	⨫
2a2c	⨬
2a2d	⨭
2a2e	⨮
2a2f	⨯
2a30	⨰
2a31	⨱
2a32	⨲
2a33	⨳
2a34	⨴
2a35	⨵
2a36	⨶
2a37	⨷
2a38	⨸
2a39	⨹
2a3a	⨺
2a3b	⨻
2a3c	⨼
2a3d	⨽
2a3e	⨾
2a3f	⨿
2a40	⩀
2a41	⩁
2a42	⩂
2a43	⩃
2a44	⩄
2a45	⩅
2a46	⩆
2a47	⩇
2a48	⩈
2a49	⩉
2a4a	⩊
2a4b	⩋
2a4c	⩌
2a4d	⩍
2a4e	⩎
2a4f	⩏
2a50	⩐
2a51	⩑
2a52	⩒
2a53	⩓
2a54	⩔
2a55	⩕
2a56	⩖
2a57	⩗
2a58	⩘
2a59	⩙
2a5a	⩚
2a5b	⩛
2a5c	⩜
2a5d	⩝
2a5e	⩞
2a5f	⩟
2a60	⩠
2a61	⩡
2a62	⩢
2a63	⩣
2a64	⩤
2a65	⩥
2a66	⩦
2a67	⩧
2a68	⩨
2a69	⩩
2a6a	⩪
2a6b	⩫
2a6c	⩬
2a6d	⩭
2a6e	⩮
2a6f	⩯
2a70	⩰
2a71	⩱
2a72	⩲
2a73	⩳
2a74	⩴
2a75	⩵
2a76	⩶
2a77	⩷
2a78	⩸
2a79	⩹
2a7a	⩺
2a7b	⩻
2a7c	⩼
2a7d	⩽
2a7e	⩾
2a7f	⩿
2a80	⪀
2a81	⪁
2a82	⪂
2a83	⪃
2a84	⪄
2a85	⪅
2a86	⪆
2a87	⪇
2a88	⪈
2a89	⪉
2a8a	⪊
2a8b	⪋
2a8c	⪌
2a8d	⪍
2a8e	⪎
2a8f	⪏
2a90	⪐
2a91	⪑
2a92	⪒
2a93	⪓
2a94	⪔
2a95	⪕
2a96	⪖
2a97	⪗
2a98	⪘
2a99	⪙
2a9a	⪚
2a9b	⪛
2a9c	⪜
2a9d	⪝
2a9e	⪞
2a9f	⪟
2aa0	⪠
2aa1	⪡
2aa2	⪢
2aa3	⪣
2aa4	⪤
2aa5	⪥
2aa6	⪦
2aa7	⪧
2aa8	⪨
2aa9	⪩
2aaa	⪪
2aab	⪫
2aac	⪬
2aad	⪭
2aae	⪮
2aaf	⪯
2ab0	⪰
2ab1	⪱
2ab2	⪲
2ab3	⪳
2ab4	⪴
2ab5	⪵
2ab6	⪶
2ab7	⪷
2ab8	⪸
2ab9	⪹
2aba	⪺
2abb	⪻
2abc	⪼
2abd	⪽
2abe	⪾
2abf	⪿
2ac0	⫀
2ac1	⫁
2ac2	⫂
2ac3	⫃
2ac4	⫄
2ac5	⫅
2ac6	⫆
2ac7	⫇
2ac8	⫈
2ac9	⫉
2aca	⫊
2acb	⫋
2acc	⫌
2acd	⫍
2ace	⫎
2acf	⫏
2ad0	⫐
2ad1	⫑
2ad2	⫒
2ad3	⫓
2ad4	⫔
2ad5	⫕
2ad6	⫖
2ad7	⫗
2ad8	⫘
2ad9	⫙
2ada	⫚
2adb	⫛
2adc	⫝̸
2add	⫝
2ade	⫞
2adf	⫟
2ae0	⫠
2ae1	⫡
2ae2	⫢
2ae3	⫣
2ae4	⫤
2ae5	⫥
2ae6	⫦
2ae7	⫧
2ae8	⫨
2ae9	⫩
2aea	⫪
2aeb	⫫
2aec	⫬
2aed	⫭
2aee	⫮
2aef	⫯
2af0	⫰
2af1	⫱
2af2	⫲
2af3	⫳
2af4	⫴
2af5	⫵
2af6	⫶
2af7	⫷
2af8	⫸
2af9	⫹
2afa	⫺
2afb	⫻
2afc	⫼
2afd	⫽
2afe	⫾
2aff	⫿
2b00	⬀
2b01	⬁
2b02	⬂
2b03	⬃
2b04	⬄
2b05	⬅
2b06	⬆
2b07	⬇
2b08	⬈
2b09	⬉
2b0a	⬊
2b0b	⬋
2b0c	⬌
2b0d	⬍
2b0e	⬎
2b0f	⬏
2b10	⬐
2b11	⬑
2b12	⬒
2b13	⬓
2b14	⬔
2b15	⬕
2b16	⬖
2b17	⬗
2b18	⬘
2b19	⬙
2b1a	⬚
2b1b	⬛
2b1c	⬜
2b1d	⬝
2b1e	⬞
2b1f	⬟
2b20	⬠
2b21	⬡
2b22	⬢
2b23	⬣
2b24	⬤
2b25	⬥
2b26	⬦
2b27	⬧
2b28	⬨
2b29	⬩
2b2a	⬪
2b2b	⬫
2b2c	⬬
2b2d	⬭
2b2e	⬮
2b2f	⬯
2b30	⬰
2b31	⬱
2b32	⬲
2b33	⬳
2b34	⬴
2b35	⬵
2b36	⬶
2b37	⬷
2b38	⬸
2b39	⬹
2b3a	⬺
2b3b	⬻
2b3c	⬼
2b3d	⬽
2b3e	⬾
2b3f	⬿
2b40	⭀
2b41	⭁
2b42	⭂
2b43	⭃
2b44	⭄
2b45	⭅
2b46	⭆
2b47	⭇
2b48	⭈
2b49	⭉
2b4a	⭊
2b4b	⭋
2b4c	⭌
2b4d	⭍
2b4e	⭎
2b4f	⭏
2b50	⭐
2b51	⭑
2b52	⭒
2b53	⭓
2b54	⭔
2b55	⭕
2b56	⭖
2b57	⭗
2b58	⭘
2b59	⭙
2b5a	⭚
2b5b	⭛
2b5c	⭜
2b5d	⭝
2b5e	⭞
2b5f	⭟
2b60	⭠
2b61	⭡
2b62	⭢
2b63	⭣
2b64	⭤
2b65	⭥
2b66	⭦
2b67	⭧
2b68	⭨
2b69	⭩
2b6a	⭪
2b6b	⭫
2b6c	⭬
2b6d	⭭
2b6e	⭮
2b6f	⭯
2b70	⭰
2b71	⭱
2b72	⭲
2b73	⭳
2b76	⭶
2b77	⭷
2b78	⭸
2b79	⭹
2b7a	⭺
2b7b	⭻
2b7c	⭼
2b7d	⭽
2b7e	⭾
2b7f	⭿
2b80	⮀
2b81	⮁
2b82	⮂
2b83	⮃
2b84	⮄
2b85	⮅
2b86	⮆
2b87	⮇
2b88	⮈
2b89	⮉
2b8a	⮊
2b8b	⮋
2b8c	⮌
2b8d	⮍
2b8e	⮎
2b8f	⮏
2b90	⮐
2b91	⮑
2b92	⮒
2b93	⮓
2b94	⮔
2b95	⮕
2b98	⮘
2b99	⮙
2b9a	⮚
2b9b	⮛
2b9c	⮜
2b9d	⮝
2b9e	⮞
2b9f	⮟
2ba0	⮠
2ba1	⮡
2ba2	⮢
2ba3	⮣
2ba4	⮤
2ba5	⮥
2ba6	⮦
2ba7	⮧
2ba8	⮨
2ba9	⮩
2baa	⮪
2bab	⮫
2bac	⮬
2bad	⮭
2bae	⮮
2baf	⮯
2bb0	⮰
2bb1	⮱
2bb2	⮲
2bb3	⮳
2bb4	⮴
2bb5	⮵
2bb6	⮶
2bb7	⮷
2bb8	⮸
2bb9	⮹
2bba	⮺
2bbb	⮻
2bbc	⮼
2bbd	⮽
2bbe	⮾
2bbf	⮿
2bc0	⯀
2bc1	⯁
2bc2	⯂
2bc3	⯃
2bc4	⯄
2bc5	⯅
2bc6	⯆
2bc7	⯇
2bc8	⯈
2bca	⯊
2bcb	⯋
2bcc	⯌
2bcd	⯍
2bce	⯎
2bcf	⯏
2bd0	⯐
2bd1	⯑
2bd2	⯒
2bd3	⯓
2bd4	⯔
2bd5	⯕
2bd6	⯖
2bd7	⯗
2bd8	⯘
2bd9	⯙
2bda	⯚
2bdb	⯛
2bdc	⯜
2bdd	⯝
2bde	⯞
2bdf	⯟
2be0	⯠
2be1	⯡
2be2	⯢
2be3	⯣
2be4	⯤
2be5	⯥
2be6	⯦
2be7	⯧
2be8	⯨
2be9	⯩
2bea	⯪
2beb	⯫
2bec	⯬
2bed	⯭
2bee	⯮
2bef	⯯
2bf0	⯰
2bf1	⯱
2bf2	⯲
2bf3	⯳
2bf4	⯴
2bf5	⯵
2bf6	⯶
2bf7	⯷
2bf8	⯸
2bf9	⯹
2bfa	⯺
2bfb	⯻
2bfc	⯼
2bfd	⯽
2bfe	⯾
2c00	Ⰰ
2c01	Ⰱ
2c02	Ⰲ
2c03	Ⰳ
2c04	Ⰴ
2c05	Ⰵ
2c06	Ⰶ
2c07	Ⰷ
2c08	Ⰸ
2c09	Ⰹ
2c0a	Ⰺ
2c0b	Ⰻ
2c0c	Ⰼ
2c0d	Ⰽ
2c0e	Ⰾ
2c0f	Ⰿ
2c10	Ⱀ
2c11	Ⱁ
2c12	Ⱂ
2c13	Ⱃ
2c14	Ⱄ
2c15	Ⱅ
2c16	Ⱆ
2c17	Ⱇ
2c18	Ⱈ
2c19	Ⱉ
2c1a	Ⱊ
2c1b	Ⱋ
2c1c	Ⱌ
2c1d	Ⱍ
2c1e	Ⱎ
2c1f	Ⱏ
2c20	Ⱐ
2c21	Ⱑ
2c22	Ⱒ
2c23	Ⱓ
2c24	Ⱔ
2c25	Ⱕ
2c26	Ⱖ
2c27	Ⱗ
2c28	Ⱘ
2c29	Ⱙ
2c2a	Ⱚ
2c2b	Ⱛ
2c2c	Ⱜ
2c2d	Ⱝ
2c2e	Ⱞ
2c30	ⰰ
2c31	ⰱ
2c32	ⰲ
2c33	ⰳ
2c34	ⰴ
2c35	ⰵ
2c36	ⰶ
2c37	ⰷ
2c38	ⰸ
2c39	ⰹ
2c3a	ⰺ
2c3b	ⰻ
2c3c	ⰼ
2c3d	ⰽ
2c3e	ⰾ
2c3f	ⰿ
2c40	ⱀ
2c41	ⱁ
2c42	ⱂ
2c43	ⱃ
2c44	ⱄ
2c45	ⱅ
2c46	ⱆ
2c47	ⱇ
2c48	ⱈ
2c49	ⱉ
2c4a	ⱊ
2c4b	ⱋ
2c4c	ⱌ
2c4d	ⱍ
2c4e	ⱎ
2c4f	ⱏ
2c50	ⱐ
2c51	ⱑ
2c52	ⱒ
2c53	ⱓ
2c54	ⱔ
2c55	ⱕ
2c56	ⱖ
2c57	ⱗ
2c58	ⱘ
2c59	ⱙ
2c5a	ⱚ
2c5b	ⱛ
2c5c	ⱜ
2c5d	ⱝ
2c5e	ⱞ
2c60	Ⱡ
2c61	ⱡ
2c62	Ɫ
2c63	Ᵽ
2c64	Ɽ
2c65	ⱥ
2c66	ⱦ
2c67	Ⱨ
2c68	ⱨ
2c69	Ⱪ
2c6a	ⱪ
2c6b	Ⱬ
2c6c	ⱬ
2c6d	Ɑ
2c6e	Ɱ
2c6f	Ɐ
2c70	Ɒ
2c71	ⱱ
2c72	Ⱳ
2c73	ⱳ
2c74	ⱴ
2c75	Ⱶ
2c76	ⱶ
2c77	ⱷ
2c78	ⱸ
2c79	ⱹ
2c7a	ⱺ
2c7b	ⱻ
2c7c	ⱼ
2c7d	ⱽ
2c7e	Ȿ
2c7f	Ɀ
2c80	Ⲁ
2c81	ⲁ
2c82	Ⲃ
2c83	ⲃ
2c84	Ⲅ
2c85	ⲅ
2c86	Ⲇ
2c87	ⲇ
2c88	Ⲉ
2c89	ⲉ
2c8a	Ⲋ
2c8b	ⲋ
2c8c	Ⲍ
2c8d	ⲍ
2c8e	Ⲏ
2c8f	ⲏ
2c90	Ⲑ
2c91	ⲑ
2c92	Ⲓ
2c93	ⲓ
2c94	Ⲕ
2c95	ⲕ
2c96	Ⲗ
2c97	ⲗ
2c98	Ⲙ
2c99	ⲙ
2c9a	Ⲛ
2c9b	ⲛ
2c9c	Ⲝ
2c9d	ⲝ
2c9e	Ⲟ
2c9f	ⲟ
2ca0	Ⲡ
2ca1	ⲡ
2ca2	Ⲣ
2ca3	ⲣ
2ca4	Ⲥ
2ca5	ⲥ
2ca6	Ⲧ
2ca7	ⲧ
2ca8	Ⲩ
2ca9	ⲩ
2caa	Ⲫ
2cab	ⲫ
2cac	Ⲭ
2cad	ⲭ
2cae	Ⲯ
2caf	ⲯ
2cb0	Ⲱ
2cb1	ⲱ
2cb2	Ⲳ
2cb3	ⲳ
2cb4	Ⲵ
2cb5	ⲵ
2cb6	Ⲷ
2cb7	ⲷ
2cb8	Ⲹ
2cb9	ⲹ
2cba	Ⲻ
2cbb	ⲻ
2cbc	Ⲽ
2cbd	ⲽ
2cbe	Ⲿ
2cbf	ⲿ
2cc0	Ⳁ
2cc1	ⳁ
2cc2	Ⳃ
2cc3	ⳃ
2cc4	Ⳅ
2cc5	ⳅ
2cc6	Ⳇ
2cc7	ⳇ
2cc8	Ⳉ
2cc9	ⳉ
2cca	Ⳋ
2ccb	ⳋ
2ccc	Ⳍ
2ccd	ⳍ
2cce	Ⳏ
2ccf	ⳏ
2cd0	Ⳑ
2cd1	ⳑ
2cd2	Ⳓ
2cd3	ⳓ
2cd4	Ⳕ
2cd5	ⳕ
2cd6	Ⳗ
2cd7	ⳗ
2cd8	Ⳙ
2cd9	ⳙ
2cda	Ⳛ
2cdb	ⳛ
2cdc	Ⳝ
2cdd	ⳝ
2cde	Ⳟ
2cdf	ⳟ
2ce0	Ⳡ
2ce1	ⳡ
2ce2	Ⳣ
2ce3	ⳣ
2ce4	ⳤ
2ce5	⳥
2ce6	⳦
2ce7	⳧
2ce8	⳨
2ce9	⳩
2cea	⳪
2ceb	Ⳬ
2cec	ⳬ
2ced	Ⳮ
2cee	ⳮ
2cef	⳯
2cf0	⳰
2cf1	⳱
2cf2	Ⳳ
2cf3	ⳳ
2cf9	⳹
2cfa	⳺
2cfb	⳻
2cfc	⳼
2cfd	⳽
2cfe	⳾
2cff	⳿
2d00	ⴀ
2d01	ⴁ
2d02	ⴂ
2d03	ⴃ
2d04	ⴄ
2d05	ⴅ
2d06	ⴆ
2d07	ⴇ
2d08	ⴈ
2d09	ⴉ
2d0a	ⴊ
2d0b	ⴋ
2d0c	ⴌ
2d0d	ⴍ
2d0e	ⴎ
2d0f	ⴏ
2d10	ⴐ
2d11	ⴑ
2d12	ⴒ
2d13	ⴓ
2d14	ⴔ
2d15	ⴕ
2d16	ⴖ
2d17	ⴗ
2d18	ⴘ
2d19	ⴙ
2d1a	ⴚ
2d1b	ⴛ
2d1c	ⴜ
2d1d	ⴝ
2d1e	ⴞ
2d1f	ⴟ
2d20	ⴠ
2d21	ⴡ
2d22	ⴢ
2d23	ⴣ
2d24	ⴤ
2d25	ⴥ
2d27	ⴧ
2d2d	ⴭ
2d30	ⴰ
2d31	ⴱ
2d32	ⴲ
2d33	ⴳ
2d34	ⴴ
2d35	ⴵ
2d36	ⴶ
2d37	ⴷ
2d38	ⴸ
2d39	ⴹ
2d3a	ⴺ
2d3b	ⴻ
2d3c	ⴼ
2d3d	ⴽ
2d3e	ⴾ
2d3f	ⴿ
2d40	ⵀ
2d41	ⵁ
2d42	ⵂ
2d43	ⵃ
2d44	ⵄ
2d45	ⵅ
2d46	ⵆ
2d47	ⵇ
2d48	ⵈ
2d49	ⵉ
2d4a	ⵊ
2d4b	ⵋ
2d4c	ⵌ
2d4d	ⵍ
2d4e	ⵎ
2d4f	ⵏ
2d50	ⵐ
2d51	ⵑ
2d52	ⵒ
2d53	ⵓ
2d54	ⵔ
2d55	ⵕ
2d56	ⵖ
2d57	ⵗ
2d58	ⵘ
2d59	ⵙ
2d5a	ⵚ
2d5b	ⵛ
2d5c	ⵜ
2d5d	ⵝ
2d5e	ⵞ
2d5f	ⵟ
2d60	ⵠ
2d61	ⵡ
2d62	ⵢ
2d63	ⵣ
2d64	ⵤ
2d65	ⵥ
2d66	ⵦ
2d67	ⵧ
2d6f	ⵯ
2d70	⵰
2d7f	⵿
2d80	ⶀ
2d81	ⶁ
2d82	ⶂ
2d83	ⶃ
2d84	ⶄ
2d85	ⶅ
2d86	ⶆ
2d87	ⶇ
2d88	ⶈ
2d89	ⶉ
2d8a	ⶊ
2d8b	ⶋ
2d8c	ⶌ
2d8d	ⶍ
2d8e	ⶎ
2d8f	ⶏ
2d90	ⶐ
2d91	ⶑ
2d92	ⶒ
2d93	ⶓ
2d94	ⶔ
2d95	ⶕ
2d96	ⶖ
2da0	ⶠ
2da1	ⶡ
2da2	ⶢ
2da3	ⶣ
2da4	ⶤ
2da5	ⶥ
2da6	ⶦ
2da8	ⶨ
2da9	ⶩ
2daa	ⶪ
2dab	ⶫ
2dac	ⶬ
2dad	ⶭ
2dae	ⶮ
2db0	ⶰ
2db1	ⶱ
2db2	ⶲ
2db3	ⶳ
2db4	ⶴ
2db5	ⶵ
2db6	ⶶ
2db8	ⶸ
2db9	ⶹ
2dba	ⶺ
2dbb	ⶻ
2dbc	ⶼ
2dbd	ⶽ
2dbe	ⶾ
2dc0	ⷀ
2dc1	ⷁ
2dc2	ⷂ
2dc3	ⷃ
2dc4	ⷄ
2dc5	ⷅ
2dc6	ⷆ
2dc8	ⷈ
2dc9	ⷉ
2dca	ⷊ
2dcb	ⷋ
2dcc	ⷌ
2dcd	ⷍ
2dce	ⷎ
2dd0	ⷐ
2dd1	ⷑ
2dd2	ⷒ
2dd3	ⷓ
2dd4	ⷔ
2dd5	ⷕ
2dd6	ⷖ
2dd8	ⷘ
2dd9	ⷙ
2dda	ⷚ
2ddb	ⷛ
2ddc	ⷜ
2ddd	ⷝ
2dde	ⷞ
2de0	ⷠ
2de1	ⷡ
2de2	ⷢ
2de3	ⷣ
2de4	ⷤ
2de5	ⷥ
2de6	ⷦ
2de7	ⷧ
2de8	ⷨ
2de9	ⷩ
2dea	ⷪ
2deb	ⷫ
2dec	ⷬ
2ded	ⷭ
2dee	ⷮ
2def	ⷯ
2df0	ⷰ
2df1	ⷱ
2df2	ⷲ
2df3	ⷳ
2df4	ⷴ
2df5	ⷵ
2df6	ⷶ
2df7	ⷷ
2df8	ⷸ
2df9	ⷹ
2dfa	ⷺ
2dfb	ⷻ
2dfc	ⷼ
2dfd	ⷽ
2dfe	ⷾ
2dff	ⷿ
2e00	⸀
2e01	⸁
2e02	⸂
2e03	⸃
2e04	⸄
2e05	⸅
2e06	⸆
2e07	⸇
2e08	⸈
2e09	⸉
2e0a	⸊
2e0b	⸋
2e0c	⸌
2e0d	⸍
2e0e	⸎
2e0f	⸏
2e10	⸐
2e11	⸑
2e12	⸒
2e13	⸓
2e14	⸔
2e15	⸕
2e16	⸖
2e17	⸗
2e18	⸘
2e19	⸙
2e1a	⸚
2e1b	⸛
2e1c	⸜
2e1d	⸝
2e1e	⸞
2e1f	⸟
2e20	⸠
2e21	⸡
2e22	⸢
2e23	⸣
2e24	⸤
2e25	⸥
2e26	⸦
2e27	⸧
2e28	⸨
2e29	⸩
2e2a	⸪
2e2b	⸫
2e2c	⸬
2e2d	⸭
2e2e	⸮
2e2f	ⸯ
2e30	⸰
2e31	⸱
2e32	⸲
2e33	⸳
2e34	⸴
2e35	⸵
2e36	⸶
2e37	⸷
2e38	⸸
2e39	⸹
2e3a	⸺
2e3b	⸻
2e3c	⸼
2e3d	⸽
2e3e	⸾
2e3f	⸿
2e40	⹀
2e41	⹁
2e42	⹂
2e43	⹃
2e44	⹄
2e45	⹅
2e46	⹆
2e47	⹇
2e48	⹈
2e49	⹉
2e4a	⹊
2e4b	⹋
2e4c	⹌
2e4d	⹍
2e4e	⹎
2e80	⺀
2e81	⺁
2e82	⺂
2e83	⺃
2e84	⺄
2e85	⺅
2e86	⺆
2e87	⺇
2e88	⺈
2e89	⺉
2e8a	⺊
2e8b	⺋
2e8c	⺌
2e8d	⺍
2e8e	⺎
2e8f	⺏
2e90	⺐
2e91	⺑
2e92	⺒
2e93	⺓
2e94	⺔
2e95	⺕
2e96	⺖
2e97	⺗
2e98	⺘
2e99	⺙
2e9b	⺛
2e9c	⺜
2e9d	⺝
2e9e	⺞
2e9f	⺟
2ea0	⺠
2ea1	⺡
2ea2	⺢
2ea3	⺣
2ea4	⺤
2ea5	⺥
2ea6	⺦
2ea7	⺧
2ea8	⺨
2ea9	⺩
2eaa	⺪
2eab	⺫
2eac	⺬
2ead	⺭
2eae	⺮
2eaf	⺯
2eb0	⺰
2eb1	⺱
2eb2	⺲
2eb3	⺳
2eb4	⺴
2eb5	⺵
2eb6	⺶
2eb7	⺷
2eb8	⺸
2eb9	⺹
2eba	⺺
2ebb	⺻
2ebc	⺼
2ebd	⺽
2ebe	⺾
2ebf	⺿
2ec0	⻀
2ec1	⻁
2ec2	⻂
2ec3	⻃
2ec4	⻄
2ec5	⻅
2ec6	⻆
2ec7	⻇
2ec8	⻈
2ec9	⻉
2eca	⻊
2ecb	⻋
2ecc	⻌
2ecd	⻍
2ece	⻎
2ecf	⻏
2ed0	⻐
2ed1	⻑
2ed2	⻒
2ed3	⻓
2ed4	⻔
2ed5	⻕
2ed6	⻖
2ed7	⻗
2ed8	⻘
2ed9	⻙
2eda	⻚
2edb	⻛
2edc	⻜
2edd	⻝
2ede	⻞
2edf	⻟
2ee0	⻠
2ee1	⻡
2ee2	⻢
2ee3	⻣
2ee4	⻤
2ee5	⻥
2ee6	⻦
2ee7	⻧
2ee8	⻨
2ee9	⻩
2eea	⻪
2eeb	⻫
2eec	⻬
2eed	⻭
2eee	⻮
2eef	⻯
2ef0	⻰
2ef1	⻱
2ef2	⻲
2ef3	⻳
2f00	⼀
2f01	⼁
2f02	⼂
2f03	⼃
2f04	⼄
2f05	⼅
2f06	⼆
2f07	⼇
2f08	⼈
2f09	⼉
2f0a	⼊
2f0b	⼋
2f0c	⼌
2f0d	⼍
2f0e	⼎
2f0f	⼏
2f10	⼐
2f11	⼑
2f12	⼒
2f13	⼓
2f14	⼔
2f15	⼕
2f16	⼖
2f17	⼗
2f18	⼘
2f19	⼙
2f1a	⼚
2f1b	⼛
2f1c	⼜
2f1d	⼝
2f1e	⼞
2f1f	⼟
2f20	⼠
2f21	⼡
2f22	⼢
2f23	⼣
2f24	⼤
2f25	⼥
2f26	⼦
2f27	⼧
2f28	⼨
2f29	⼩
2f2a	⼪
2f2b	⼫
2f2c	⼬
2f2d	⼭
2f2e	⼮
2f2f	⼯
2f30	⼰
2f31	⼱
2f32	⼲
2f33	⼳
2f34	⼴
2f35	⼵
2f36	⼶
2f37	⼷
2f38	⼸
2f39	⼹
2f3a	⼺
2f3b	⼻
2f3c	⼼
2f3d	⼽
2f3e	⼾
2f3f	⼿
2f40	⽀
2f41	⽁
2f42	⽂
2f43	⽃
2f44	⽄
2f45	⽅
2f46	⽆
2f47	⽇
2f48	⽈
2f49	⽉
2f4a	⽊
2f4b	⽋
2f4c	⽌
2f4d	⽍
2f4e	⽎
2f4f	⽏
2f50	⽐
2f51	⽑
2f52	⽒
2f53	⽓
2f54	⽔
2f55	⽕
2f56	⽖
2f57	⽗
2f58	⽘
2f59	⽙
2f5a	⽚
2f5b	⽛
2f5c	⽜
2f5d	⽝
2f5e	⽞
2f5f	⽟
2f60	⽠
2f61	⽡
2f62	⽢
2f63	⽣
2f64	⽤
2f65	⽥
2f66	⽦
2f67	⽧
